doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
shopee-complaint-001,data/tra-hang-khieu-nai-nguoi-mua/shopee-complaint-001.md,Quy trình 4 bước giải quyết khiếu nại Trả hàng Hoàn tiền,https://help.shopee.vn/portal/4/article/77265-QUY%20TRI%CC%80NH%20GIA%CC%89I%20QUY%C3%8A%CC%81T%20TRANH%20CH%C3%82%CC%81P/%20X%C6%AF%CC%89%20LY%CC%81%20KHI%C3%8A%CC%81U%20NA%CC%A3I,2026-08-03,not-stated,public-page
shopee-complaint-002,data/tra-hang-khieu-nai-nguoi-mua/shopee-complaint-002.md,Ưu tiên xử lý khiếu nại cho người tiêu dùng dễ bị tổn thương và trường hợp người bán nước ngoài,https://help.shopee.vn/portal/4/article/77265-QUY%20TRI%CC%80NH%20GIA%CC%89I%20QUY%C3%8A%CC%81T%20TRANH%20CH%C3%82%CC%81P/%20X%C6%AF%CC%89%20LY%CC%81%20KHI%C3%8A%CC%81U%20NA%CC%A3I,2026-08-03,not-stated,public-page
